kind,position,result,stim_left,stim_right,stim_left_name,stim_right_name,correct
0,0,1,17,18,stimuli/tunga_17.bmp,stimuli/tunga_18.bmp,0
0,1,-1,18,17,stimuli/tunga_18.bmp,stimuli/tunga_17.bmp,0
2,1,1,13,16,stimuli/tunga_13.bmp,stimuli/tunga_16.bmp,1
2,1,1,13,16,stimuli/tunga_13.bmp,stimuli/tunga_16.bmp,1
2,1,1,13,16,stimuli/tunga_13.bmp,stimuli/tunga_16.bmp,1
0,1,1,18,17,stimuli/tunga_18.bmp,stimuli/tunga_17.bmp,1
1,1,1,21,14,stimuli/tunga_21.bmp,stimuli/tunga_14.bmp,1
0,0,-1,17,18,stimuli/tunga_17.bmp,stimuli/tunga_18.bmp,1
0,1,-1,18,17,stimuli/tunga_18.bmp,stimuli/tunga_17.bmp,0
0,1,1,18,17,stimuli/tunga_18.bmp,stimuli/tunga_17.bmp,1
0,0,1,17,18,stimuli/tunga_17.bmp,stimuli/tunga_18.bmp,0
0,0,1,17,18,stimuli/tunga_17.bmp,stimuli/tunga_18.bmp,0
1,0,1,14,21,stimuli/tunga_14.bmp,stimuli/tunga_21.bmp,0
0,1,1,18,17,stimuli/tunga_18.bmp,stimuli/tunga_17.bmp,1
2,0,1,16,13,stimuli/tunga_16.bmp,stimuli/tunga_13.bmp,0
1,0,-1,14,21,stimuli/tunga_14.bmp,stimuli/tunga_21.bmp,1
1,1,-1,21,14,stimuli/tunga_21.bmp,stimuli/tunga_14.bmp,0
1,0,1,14,21,stimuli/tunga_14.bmp,stimuli/tunga_21.bmp,0
2,0,1,16,13,stimuli/tunga_16.bmp,stimuli/tunga_13.bmp,0
0,1,1,18,17,stimuli/tunga_18.bmp,stimuli/tunga_17.bmp,1
0,1,1,18,17,stimuli/tunga_18.bmp,stimuli/tunga_17.bmp,1
2,0,-1,16,13,stimuli/tunga_16.bmp,stimuli/tunga_13.bmp,1
2,0,1,16,13,stimuli/tunga_16.bmp,stimuli/tunga_13.bmp,0
1,0,1,14,21,stimuli/tunga_14.bmp,stimuli/tunga_21.bmp,0
1,0,1,14,21,stimuli/tunga_14.bmp,stimuli/tunga_21.bmp,0
2,1,-1,13,16,stimuli/tunga_13.bmp,stimuli/tunga_16.bmp,0
1,0,1,14,21,stimuli/tunga_14.bmp,stimuli/tunga_21.bmp,0
2,0,1,16,13,stimuli/tunga_16.bmp,stimuli/tunga_13.bmp,0
2,0,-1,16,13,stimuli/tunga_16.bmp,stimuli/tunga_13.bmp,1
1,1,-1,21,14,stimuli/tunga_21.bmp,stimuli/tunga_14.bmp,0
2,1,1,13,16,stimuli/tunga_13.bmp,stimuli/tunga_16.bmp,1
1,1,-1,21,14,stimuli/tunga_21.bmp,stimuli/tunga_14.bmp,0
1,1,1,21,14,stimuli/tunga_21.bmp,stimuli/tunga_14.bmp,1
0,1,1,18,17,stimuli/tunga_18.bmp,stimuli/tunga_17.bmp,1
2,0,1,16,13,stimuli/tunga_16.bmp,stimuli/tunga_13.bmp,0
1,0,-1,14,21,stimuli/tunga_14.bmp,stimuli/tunga_21.bmp,1
