kind,position,result,stim_left,stim_right,stim_left_name,stim_right_name,correctAns
0,0,1,1,6,stimuli/tunga_01.bmp,stimuli/tunga_06.bmp,space
0,0,1,1,6,stimuli/tunga_01.bmp,stimuli/tunga_06.bmp,space
0,0,1,1,6,stimuli/tunga_01.bmp,stimuli/tunga_06.bmp,space
0,0,1,1,6,stimuli/tunga_01.bmp,stimuli/tunga_06.bmp,space
1,1,1,4,8,stimuli/tunga_04.bmp,stimuli/tunga_08.bmp,
1,0,-1,8,4,stimuli/tunga_08.bmp,stimuli/tunga_04.bmp,
0,1,1,6,1,stimuli/tunga_06.bmp,stimuli/tunga_01.bmp,
0,0,1,1,6,stimuli/tunga_01.bmp,stimuli/tunga_06.bmp,space
1,0,1,8,4,stimuli/tunga_08.bmp,stimuli/tunga_04.bmp,space
1,1,1,4,8,stimuli/tunga_04.bmp,stimuli/tunga_08.bmp,
2,0,1,12,10,stimuli/tunga_12.bmp,stimuli/tunga_10.bmp,space
1,0,1,8,4,stimuli/tunga_08.bmp,stimuli/tunga_04.bmp,space
2,1,1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,
1,0,-1,8,4,stimuli/tunga_08.bmp,stimuli/tunga_04.bmp,
2,0,1,12,10,stimuli/tunga_12.bmp,stimuli/tunga_10.bmp,space
1,0,1,8,4,stimuli/tunga_08.bmp,stimuli/tunga_04.bmp,space
0,1,1,6,1,stimuli/tunga_06.bmp,stimuli/tunga_01.bmp,
1,0,-1,8,4,stimuli/tunga_08.bmp,stimuli/tunga_04.bmp,
0,1,1,6,1,stimuli/tunga_06.bmp,stimuli/tunga_01.bmp,
0,1,1,6,1,stimuli/tunga_06.bmp,stimuli/tunga_01.bmp,
2,1,1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,
2,1,1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,
2,1,-1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,space
2,1,-1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,space
2,0,1,12,10,stimuli/tunga_12.bmp,stimuli/tunga_10.bmp,space
2,1,1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,
2,1,1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,
1,0,1,8,4,stimuli/tunga_08.bmp,stimuli/tunga_04.bmp,space
2,0,1,12,10,stimuli/tunga_12.bmp,stimuli/tunga_10.bmp,space
1,1,-1,4,8,stimuli/tunga_04.bmp,stimuli/tunga_08.bmp,space
2,1,1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,
0,0,1,1,6,stimuli/tunga_01.bmp,stimuli/tunga_06.bmp,space
0,1,1,6,1,stimuli/tunga_06.bmp,stimuli/tunga_01.bmp,
1,0,1,8,4,stimuli/tunga_08.bmp,stimuli/tunga_04.bmp,space
0,0,1,1,6,stimuli/tunga_01.bmp,stimuli/tunga_06.bmp,space
0,0,1,1,6,stimuli/tunga_01.bmp,stimuli/tunga_06.bmp,space
0,1,1,6,1,stimuli/tunga_06.bmp,stimuli/tunga_01.bmp,
2,1,1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,
2,0,-1,12,10,stimuli/tunga_12.bmp,stimuli/tunga_10.bmp,
1,0,1,8,4,stimuli/tunga_08.bmp,stimuli/tunga_04.bmp,space
0,1,1,6,1,stimuli/tunga_06.bmp,stimuli/tunga_01.bmp,
2,0,1,12,10,stimuli/tunga_12.bmp,stimuli/tunga_10.bmp,space
0,1,1,6,1,stimuli/tunga_06.bmp,stimuli/tunga_01.bmp,
0,1,1,6,1,stimuli/tunga_06.bmp,stimuli/tunga_01.bmp,
0,0,1,1,6,stimuli/tunga_01.bmp,stimuli/tunga_06.bmp,space
2,1,1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,
2,1,1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,
0,0,1,1,6,stimuli/tunga_01.bmp,stimuli/tunga_06.bmp,space
1,0,1,8,4,stimuli/tunga_08.bmp,stimuli/tunga_04.bmp,space
2,0,1,12,10,stimuli/tunga_12.bmp,stimuli/tunga_10.bmp,space
0,0,1,1,6,stimuli/tunga_01.bmp,stimuli/tunga_06.bmp,space
1,1,1,4,8,stimuli/tunga_04.bmp,stimuli/tunga_08.bmp,
1,1,1,4,8,stimuli/tunga_04.bmp,stimuli/tunga_08.bmp,
1,1,-1,4,8,stimuli/tunga_04.bmp,stimuli/tunga_08.bmp,space
1,0,1,8,4,stimuli/tunga_08.bmp,stimuli/tunga_04.bmp,space
1,0,1,8,4,stimuli/tunga_08.bmp,stimuli/tunga_04.bmp,space
1,1,-1,4,8,stimuli/tunga_04.bmp,stimuli/tunga_08.bmp,space
