kind,position,result,stim_left,stim_right,stim_left_name,stim_right_name,correctAns
0,0,1,2,12,stimuli/tunga_02.bmp,stimuli/tunga_12.bmp,space
2,0,1,6,8,stimuli/tunga_06.bmp,stimuli/tunga_08.bmp,space
2,1,1,8,6,stimuli/tunga_08.bmp,stimuli/tunga_06.bmp,
2,1,-1,8,6,stimuli/tunga_08.bmp,stimuli/tunga_06.bmp,space
1,0,1,11,9,stimuli/tunga_11.bmp,stimuli/tunga_09.bmp,space
1,0,1,11,9,stimuli/tunga_11.bmp,stimuli/tunga_09.bmp,space
2,0,1,6,8,stimuli/tunga_06.bmp,stimuli/tunga_08.bmp,space
0,1,1,12,2,stimuli/tunga_12.bmp,stimuli/tunga_02.bmp,
2,0,1,6,8,stimuli/tunga_06.bmp,stimuli/tunga_08.bmp,space
1,1,-1,9,11,stimuli/tunga_09.bmp,stimuli/tunga_11.bmp,space
2,0,1,6,8,stimuli/tunga_06.bmp,stimuli/tunga_08.bmp,space
0,0,1,2,12,stimuli/tunga_02.bmp,stimuli/tunga_12.bmp,space
2,0,1,6,8,stimuli/tunga_06.bmp,stimuli/tunga_08.bmp,space
2,0,1,6,8,stimuli/tunga_06.bmp,stimuli/tunga_08.bmp,space
1,0,1,11,9,stimuli/tunga_11.bmp,stimuli/tunga_09.bmp,space
1,0,1,11,9,stimuli/tunga_11.bmp,stimuli/tunga_09.bmp,space
0,1,1,12,2,stimuli/tunga_12.bmp,stimuli/tunga_02.bmp,
1,0,1,11,9,stimuli/tunga_11.bmp,stimuli/tunga_09.bmp,space
0,1,1,12,2,stimuli/tunga_12.bmp,stimuli/tunga_02.bmp,
0,1,1,12,2,stimuli/tunga_12.bmp,stimuli/tunga_02.bmp,
1,0,-1,11,9,stimuli/tunga_11.bmp,stimuli/tunga_09.bmp,
2,0,1,6,8,stimuli/tunga_06.bmp,stimuli/tunga_08.bmp,space
0,0,1,2,12,stimuli/tunga_02.bmp,stimuli/tunga_12.bmp,space
1,1,1,9,11,stimuli/tunga_09.bmp,stimuli/tunga_11.bmp,
2,0,-1,6,8,stimuli/tunga_06.bmp,stimuli/tunga_08.bmp,
1,1,1,9,11,stimuli/tunga_09.bmp,stimuli/tunga_11.bmp,
0,1,1,12,2,stimuli/tunga_12.bmp,stimuli/tunga_02.bmp,
2,0,1,6,8,stimuli/tunga_06.bmp,stimuli/tunga_08.bmp,space
0,0,-1,2,12,stimuli/tunga_02.bmp,stimuli/tunga_12.bmp,
2,0,1,6,8,stimuli/tunga_06.bmp,stimuli/tunga_08.bmp,space
0,1,1,12,2,stimuli/tunga_12.bmp,stimuli/tunga_02.bmp,
2,1,1,8,6,stimuli/tunga_08.bmp,stimuli/tunga_06.bmp,
0,1,-1,12,2,stimuli/tunga_12.bmp,stimuli/tunga_02.bmp,space
0,1,1,12,2,stimuli/tunga_12.bmp,stimuli/tunga_02.bmp,
2,0,1,6,8,stimuli/tunga_06.bmp,stimuli/tunga_08.bmp,space
2,0,1,6,8,stimuli/tunga_06.bmp,stimuli/tunga_08.bmp,space
1,0,-1,11,9,stimuli/tunga_11.bmp,stimuli/tunga_09.bmp,
1,0,1,11,9,stimuli/tunga_11.bmp,stimuli/tunga_09.bmp,space
1,1,1,9,11,stimuli/tunga_09.bmp,stimuli/tunga_11.bmp,
0,0,1,2,12,stimuli/tunga_02.bmp,stimuli/tunga_12.bmp,space
0,1,-1,12,2,stimuli/tunga_12.bmp,stimuli/tunga_02.bmp,space
1,1,1,9,11,stimuli/tunga_09.bmp,stimuli/tunga_11.bmp,
0,1,1,12,2,stimuli/tunga_12.bmp,stimuli/tunga_02.bmp,
0,0,1,2,12,stimuli/tunga_02.bmp,stimuli/tunga_12.bmp,space
0,0,1,2,12,stimuli/tunga_02.bmp,stimuli/tunga_12.bmp,space
0,1,1,12,2,stimuli/tunga_12.bmp,stimuli/tunga_02.bmp,
0,1,-1,12,2,stimuli/tunga_12.bmp,stimuli/tunga_02.bmp,space
1,1,-1,9,11,stimuli/tunga_09.bmp,stimuli/tunga_11.bmp,space
2,1,1,8,6,stimuli/tunga_08.bmp,stimuli/tunga_06.bmp,
1,0,1,11,9,stimuli/tunga_11.bmp,stimuli/tunga_09.bmp,space
2,1,1,8,6,stimuli/tunga_08.bmp,stimuli/tunga_06.bmp,
2,1,1,8,6,stimuli/tunga_08.bmp,stimuli/tunga_06.bmp,
0,1,1,12,2,stimuli/tunga_12.bmp,stimuli/tunga_02.bmp,
1,0,1,11,9,stimuli/tunga_11.bmp,stimuli/tunga_09.bmp,space
1,1,1,9,11,stimuli/tunga_09.bmp,stimuli/tunga_11.bmp,
